left ear accuracy score,left ear latitude,left ear longitude,left hip accuracy score,left hip latitude,left hip longitude,nose accuracy score,nose latitude,nose longitude,right elbow accuracy score,right elbow latitude,right elbow longitude,right shoulder accuracy score,right shoulder latitude,right shoulder longitude,right ear accuracy score,right ear latitude,right ear longitude,left shoulder accuracy score,left shoulder latitude,left shoulder longitude,left elbow accuracy score,left elbow latitude,left elbow longitude,right hip accuracy score,right hip latitude,right hip longitude,right knee accuracy score,right knee latitude,right knee longitude,left eye accuracy score,left eye latitude,left eye longitude,left wrist accuracy score,left wrist latitude,left wrist longitude,left knee accuracy score,left knee latitude,left knee longitude,right eye accuracy score,right eye latitude,right eye longitude,right ankle accuracy score,right ankle latitude,right ankle longitude,left ankle accuracy score,left ankle latitude,left ankle longitude,right wrist accuracy score,right wrist latitude,right wrist longitude
0.9795064926147461,100.51085,358.63046,0.9643259644508362,286.0392,357.88235,0.9974676370620728,98.12968,335.45114,0.9704116582870483,227.62196,284.06717,0.9966297745704651,164.2717,292.00037,0.9686424136161804,97.39056,314.52603,0.9958065748214722,160.61548,380.1459,0.9574743509292603,229.03752,392.21884,0.9460370540618896,271.81055,308.0423,0.9318203330039978,391.45398,303.04858,0.9974687099456787,91.09023,345.75668,0.968106746673584,292.9668,393.22565,0.9460917711257935,396.10745,377.48273,0.9974687099456787,89.24463,327.17877,0.5072221159934998,480.0,299.48523,0.3809627592563629,474.94193,379.9848,0.9714124798774719,287.32135,279.59012
0.9797672033309937,100.981476,358.9915,0.9603465795516968,285.64706,357.88235,0.9974666833877563,97.71931,335.37296,0.9711000323295593,227.81175,284.2685,0.9966927766799927,164.3616,291.9326,0.9647828340530396,97.26292,314.3819,0.9963473677635193,160.22566,380.27716,0.9637497663497925,228.76807,391.78705,0.9116454720497131,269.70047,307.68726,0.9286583662033081,391.12256,303.3314,0.9974687099456787,91.10358,346.0593,0.9670841693878174,293.1968,392.838,0.9420425295829773,397.27264,377.8032,0.9974687099456787,89.056725,327.11423,0.5728333592414856,480.0,299.97845,0.38786202669143677,474.63135,379.7726,0.969264566898346,287.1675,279.3889
0.9801090359687805,100.9884,358.55322,0.9649103283882141,286.43137,358.2745,0.9974676370620728,97.77181,335.37494,0.9748908281326294,227.77127,283.96326,0.9967203736305237,164.18155,291.76126,0.9651370048522949,97.39107,314.51132,0.9963932633399963,160.1995,379.6987,0.9583669304847717,229.14417,391.7726,0.7939904928207397,265.30292,307.95306,0.9290205836296082,391.88733,302.78214,0.9974687099456787,91.17326,345.8786,0.9671255350112915,292.61865,393.13318,0.9416592717170715,396.4949,377.6725,0.9974687099456787,89.24801,327.10724,0.5526430606842041,480.0,299.5401,0.4013086259365082,475.92413,380.71942,0.971342921257019,287.68423,279.11795
0.9783808588981628,101.01863,358.66162,0.9631481170654297,285.64706,357.88235,0.997467041015625,98.125435,335.45016,0.9670945405960083,227.98846,283.09003,0.9967513084411621,163.94685,291.61914,0.969072699546814,97.61677,314.1926,0.9961503744125366,160.63918,379.5455,0.960791289806366,228.55736,391.8103,0.8102226853370667,265.8725,306.99493,0.9303935766220093,391.75198,303.05756,0.9974687099456787,91.557816,345.9068,0.9669570922851562,292.5832,393.18933,0.9434418082237244,397.0376,377.45078,0.9974687099456787,89.44013,327.27164,0.5525906682014465,480.0,299.97888,0.3804679811000824,474.90155,379.49255,0.9697932600975037,288.05322,278.66022
0.9775121808052063,100.844475,358.38818,0.9646647572517395,285.64706,357.88235,0.997467041015625,98.133766,335.45172,0.973514974117279,227.99527,283.3572,0.9967643022537231,164.03036,291.7837,0.9696369767189026,97.2374,314.0449,0.9962410926818848,160.51373,379.5301,0.9579542279243469,228.95297,391.65332,0.8975399732589722,268.9901,307.88297,0.9180738925933838,391.41098,303.04028,0.9974687099456787,91.50357,345.68002,0.9679608345031738,292.6223,393.1307,0.9454378485679626,395.95917,377.05972,0.9974687099456787,89.59083,327.09467,0.5461326241493225,480.0,299.53812,0.38183262944221497,474.5958,379.26532,0.9701855182647705,288.26187,278.46902
0.9766857028007507,101.13994,358.41058,0.7970864772796631,271.41785,366.1753,0.9974684715270996,98.46788,335.79788,0.9734426736831665,228.15677,282.2743,0.9969900846481323,165.0463,290.0847,0.9728075265884399,97.40074,314.21384,0.9961095452308655,160.51236,379.1248,0.9705122709274292,230.00739,391.5909,0.9477716088294983,284.549,306.35294,0.9227033257484436,391.57748,303.02798,0.9974687099456787,91.672386,345.90128,0.9627922773361206,292.0337,392.52313,0.941697895526886,395.05634,377.12555,0.9974687099456787,89.67429,327.3887,0.5641372799873352,480.0,299.97928,0.3393477499485016,473.3939,378.49423,0.971479594707489,288.99695,277.29684
0.9643849730491638,100.65941,359.07336,0.46717405319213867,262.4491,366.89096,0.9974662065505981,97.73189,336.61295,0.9730781316757202,228.00266,282.9711,0.996842622756958,165.9552,290.65817,0.9704253673553467,96.88332,314.5685,0.9958813190460205,160.67111,378.06546,0.9776536822319031,229.85365,390.99948,0.9513502717018127,284.15686,305.9608,0.9281323552131653,390.7416,302.9645,0.9974687099456787,91.59783,346.977,0.9545387625694275,291.82895,391.74426,0.9487566351890564,393.1292,376.54337,0.9974687099456787,89.28143,328.44547,0.5475866198539734,480.0,299.71948,0.2859143912792206,471.3138,376.27036,0.9730649590492249,287.32938,279.39035
0.967755138874054,100.61976,359.89383,0.42089128494262695,262.73483,364.86554,0.9974669218063354,97.2754,336.95206,0.9832298159599304,230.41013,282.29797,0.9962445497512817,167.62808,291.25372,0.9695491194725037,96.12686,314.81064,0.9963715076446533,160.90257,379.08456,0.9805920720100403,230.10815,391.4911,0.9725466966629028,290.35294,307.13727,0.9243563413619995,390.5391,303.186,0.9974687099456787,91.28548,347.38742,0.9604778289794922,290.90738,388.24777,0.9542322754859924,391.8762,375.85373,0.9974687099456787,88.64576,328.6681,0.5550987720489502,480.0,299.08856,0.2927107810974121,471.74194,376.82285,0.9715763926506042,288.81268,286.0478
0.9662794470787048,100.86707,360.63635,0.943192720413208,286.43137,359.05884,0.9974687099456787,97.32043,337.39355,0.9886412024497986,226.39993,283.7022,0.995964527130127,162.54143,292.2555,0.9572991132736206,95.61905,315.7396,0.9964255690574646,160.73763,378.6566,0.983405590057373,229.78418,387.37183,0.5020058155059814,251.03047,306.9713,0.9440444111824036,384.06482,303.87076,0.9974687099456787,91.41376,347.98593,0.9772160053253174,275.10196,369.3443,0.9560441970825195,397.38486,376.9182,0.9974687099456787,88.335396,329.46002,0.55699622631073,480.0,300.4181,0.275816947221756,471.1703,376.46765,0.9865994453430176,282.4952,300.6936
0.9645261168479919,100.70127,360.41064,0.9144713878631592,286.43137,359.84314,0.9974687099456787,97.721,337.43387,0.99086993932724,225.54579,283.10983,0.9967213273048401,163.55322,291.37668,0.9709655046463013,95.34982,315.1101,0.9961169958114624,161.35452,378.31998,0.9815042614936829,227.26723,388.156,0.4724506139755249,248.27747,306.12793,0.9327414035797119,379.32394,306.37524,0.9974687099456787,91.74033,348.00647,0.9738883972167969,279.78583,370.92813,0.9553240537643433,397.04114,376.46567,0.9974687099456787,88.54955,329.5316,0.5765966773033142,480.0,299.4165,0.25113967061042786,470.14178,376.62256,0.9859986305236816,277.48907,299.26526
0.96885085105896,101.234,359.61752,0.3897716701030731,265.87665,367.70593,0.9974617958068848,96.8626,336.85822,0.9756073951721191,232.5118,283.6043,0.9968788623809814,163.80348,291.05478,0.9756965637207031,94.59351,314.59613,0.9953546524047852,161.48508,377.33197,0.9749207496643066,231.33353,391.1688,0.9574364423751831,294.2745,309.09805,0.9234110713005066,389.60883,303.85287,0.9974687099456787,91.27752,347.0996,0.9605799317359924,295.59436,387.501,0.9481340050697327,393.71414,376.0863,0.9974687099456787,87.88118,328.9552,0.5945778489112854,480.0,299.58527,0.3202890455722809,471.7293,377.4399,0.9662695527076721,290.76633,286.8156
0.967466413974762,100.728325,359.37592,0.2872827351093292,263.12964,366.46637,0.9974658489227295,96.471825,336.87003,0.9509154558181763,228.91031,281.0442,0.9962151646614075,164.17331,288.78473,0.9768913388252258,94.20949,314.59525,0.9951274394989014,161.33476,377.066,0.9710015654563904,231.37012,390.05313,0.943268358707428,293.88235,305.56863,0.8965906500816345,392.5279,301.1828,0.9974687099456787,91.19128,347.18817,0.9704435467720032,297.12396,388.64148,0.9434103965759277,393.01035,375.85437,0.9974687099456787,87.76575,328.95795,0.5444813966751099,480.0,299.72125,0.31751713156700134,471.77908,377.39127,0.9749906659126282,292.3073,277.01895
0.9719019532203674,101.419525,358.70453,0.9349938631057739,286.82352,360.2353,0.9974671602249146,97.69149,336.1369,0.944755494594574,230.57416,283.58728,0.9966511130332947,163.67032,290.6667,0.9728662967681885,96.0,313.49805,0.9960461258888245,160.16115,377.51758,0.9689523577690125,230.8833,390.01328,0.7209084033966064,266.88477,303.85825,0.9061933159828186,392.48865,301.49115,0.9974687099456787,91.57533,346.37604,0.9712194800376892,296.1968,389.49887,0.9342464208602905,397.21152,378.20212,0.9974687099456787,88.77663,327.79102,0.5792145729064941,480.0,299.72058,0.33704808354377747,471.76437,376.80307,0.9780730605125427,293.68924,281.57736
0.9751103520393372,101.44424,358.6326,0.9396337866783142,286.43137,359.84314,0.9974682331085205,98.11893,335.77167,0.9106863737106323,230.75803,282.77667,0.996509850025177,163.00249,291.3249,0.9727233052253723,95.84222,313.47635,0.9961898326873779,160.00333,377.36176,0.9674920439720154,231.41872,390.5733,0.5992031097412109,266.04517,302.7176,0.9176470637321472,393.7503,301.972,0.9974687099456787,91.87364,346.15533,0.9733493328094482,296.78418,389.91806,0.9442160725593567,396.93924,377.62683,0.9974687099456787,89.13108,327.44186,0.5530864596366882,480.0,299.72852,0.32486221194267273,472.6127,377.11444,0.977847695350647,292.18338,279.72092
0.9766126871109009,101.05192,358.3316,0.9370702505111694,286.0392,359.451,0.997468113899231,98.061134,335.72192,0.916593611240387,230.2288,283.3542,0.9966065883636475,163.00368,291.31912,0.9739470481872559,96.36732,313.17294,0.9961352348327637,160.17381,377.57043,0.9597213864326477,232.14201,390.54523,0.7253280282020569,268.58398,303.49216,0.9069977402687073,392.01074,301.77728,0.9974687099456787,91.553696,345.75003,0.9742020964622498,296.853,389.80322,0.942925214767456,397.8319,377.86627,0.9974687099456787,89.355415,327.32388,0.5578405261039734,480.0,299.10168,0.3029419779777527,471.32724,377.61835,0.9794609546661377,294.16342,280.3592
0.9779154658317566,101.18634,358.61487,0.9207941889762878,286.0392,359.84314,0.9974687099456787,98.48332,335.4782,0.9292646050453186,230.35027,283.49814,0.9965752959251404,164.10081,291.33508,0.9651462435722351,96.507515,314.24405,0.996037483215332,160.56111,377.71042,0.9664426445960999,231.44516,390.21063,0.4992665648460388,263.86642,303.30774,0.9010513424873352,393.4059,301.02554,0.9974687099456787,91.78948,345.78848,0.9726940393447876,297.4749,390.1143,0.9499343633651733,397.7829,377.63885,0.9974687099456787,89.5761,327.47253,0.5697194933891296,480.0,299.58548,0.3605698347091675,472.7473,377.32663,0.9784725904464722,293.52112,280.5218
0.972697913646698,101.94505,359.1171,0.9144077301025391,286.43137,360.2353,0.9974687099456787,98.53345,335.86118,0.9046114087104797,230.31302,283.30713,0.996535062789917,164.25882,290.9207,0.9704568982124329,97.25087,313.81793,0.996101975440979,160.78558,377.7982,0.9699447751045227,230.91914,389.66443,0.8027893304824829,270.34634,304.54303,0.8951138854026794,394.08823,301.07828,0.9974687099456787,91.98831,346.36508,0.9708450436592102,297.11676,390.54236,0.9470168352127075,397.3609,377.4118,0.9974687099456787,89.43576,327.4776,0.626987636089325,480.0,299.2567,0.32986074686050415,472.02335,376.894,0.9753347039222717,293.59592,280.51624
0.9777456521987915,101.62967,359.57782,0.9147909879684448,286.91437,359.58588,0.9974687099456787,98.071266,335.84302,0.9060120582580566,231.35942,283.8942,0.9961125254631042,165.24867,290.96896,0.9584532380104065,96.92716,314.5635,0.9960601925849915,161.56035,379.01166,0.9664239287376404,231.50212,390.50757,0.7563376426696777,269.82507,305.26535,0.9015676379203796,394.52832,300.97058,0.9974687099456787,92.06745,346.56348,0.9676408171653748,297.64587,390.46164,0.94929438829422,393.80392,377.41177,0.997327446937561,89.42793,327.848,0.5785899758338928,480.0,299.25235,0.33122390508651733,472.45734,377.79953,0.976104736328125,293.54315,281.04962
0.9751264452934265,102.02012,360.54373,0.90247642993927,286.0392,361.0196,0.9974668025970459,98.05621,336.65536,0.9350572228431702,231.17072,284.21295,0.9963207244873047,163.9094,291.8501,0.9482501745223999,96.8078,315.69928,0.9960743188858032,162.27853,380.29544,0.9602668881416321,230.62294,391.70706,0.8467323780059814,272.18524,306.3185,0.912950873374939,391.45715,302.4905,0.9974687099456787,92.260864,347.49918,0.9705673456192017,296.66962,391.48343,0.9465442299842834,396.16876,377.30807,0.9972752928733826,89.07496,328.84766,0.5168612003326416,480.0,299.245,0.3246764838695526,472.8585,378.17535,0.9749914407730103,292.89682,282.21365
0.9699283838272095,101.04138,361.1675,0.9192982912063599,286.0392,361.41177,0.9974687099456787,96.920265,338.04367,0.9548646211624146,230.12206,283.67206,0.9952147006988525,164.66986,293.22784,0.9456163644790649,96.3335,317.5479,0.9961150884628296,161.63007,380.97998,0.9610188007354736,231.64362,392.6153,0.870667576789856,274.3723,306.8359,0.9133597016334534,391.89297,303.5187,0.9974687099456787,91.47226,348.43695,0.9746863842010498,296.36185,392.19083,0.9533789753913879,396.56912,378.06244,0.996945321559906,88.61449,330.81824,0.4963332712650299,480.0,299.527,0.31159117817878723,472.64655,377.63004,0.979455828666687,294.30704,283.58325
