right hip accuracy score,right hip latitude,right hip longitude,right ankle accuracy score,right ankle latitude,right ankle longitude,left shoulder accuracy score,left shoulder latitude,left shoulder longitude,right wrist accuracy score,right wrist latitude,right wrist longitude,right elbow accuracy score,right elbow latitude,right elbow longitude,right shoulder accuracy score,right shoulder latitude,right shoulder longitude,left ear accuracy score,left ear latitude,left ear longitude,left eye accuracy score,left eye latitude,left eye longitude,left hip accuracy score,left hip latitude,left hip longitude,nose accuracy score,nose latitude,nose longitude,left wrist accuracy score,left wrist latitude,left wrist longitude,left knee accuracy score,left knee latitude,left knee longitude,left ankle accuracy score,left ankle latitude,left ankle longitude,left elbow accuracy score,left elbow latitude,left elbow longitude,right ear accuracy score,right ear latitude,right ear longitude,right knee accuracy score,right knee latitude,right knee longitude,right eye accuracy score,right eye latitude,right eye longitude
0.7899304628372192,271.4677,314.96802,0.7234659194946289,476.83545,315.80618,0.9971291422843933,175.3996,384.78595,0.7956914901733398,48.000072,287.01434,0.6872836947441101,111.36031,276.4576,0.9438466429710388,156.24431,308.53226,0.9079113602638245,116.38352,368.25162,0.9974687099456787,108.943665,358.30118,0.8230942487716675,280.62744,359.451,0.9974687099456787,115.39909,349.28247,0.9068191051483154,294.82202,402.97052,0.7238116264343262,385.3458,373.5459,0.24474716186523438,465.43768,370.271,0.91934734582901,233.3269,397.30783,0.9692118167877197,114.64147,325.36063,0.8137701749801636,377.90494,313.0578,0.9974687099456787,106.902565,340.8988
0.8851835131645203,268.80023,314.892,0.7320778369903564,477.498,315.19965,0.9963089823722839,175.96918,385.41797,0.7293775677680969,45.987217,288.69003,0.6719754934310913,108.46123,278.65216,0.9487586617469788,156.49213,310.82828,0.9209698438644409,117.33917,370.79416,0.9974687099456787,108.946976,360.41687,0.9207852482795715,284.86273,369.9608,0.9974687099456787,115.65325,351.17905,0.9395332932472229,296.03467,401.2883,0.8227677345275879,385.22488,373.9204,0.28159335255622864,465.40628,371.50974,0.9151560664176941,233.17625,396.47144,0.9788559079170227,115.054436,326.93042,0.8553510904312134,377.79633,313.22113,0.9974687099456787,107.247696,342.6769
0.7755371928215027,271.74347,315.1576,0.7228497862815857,476.84338,314.44022,0.9966802597045898,175.6487,387.1008,0.7079207897186279,46.341084,288.5105,0.635651707649231,106.526855,278.88937,0.9581699967384338,157.5425,311.95303,0.9315113425254822,117.35101,372.62723,0.9974687099456787,108.7764,361.9091,0.9205760955810547,285.64706,369.9608,0.9974687099456787,115.68924,352.4974,0.952618420124054,296.64536,399.77518,0.8572306632995605,385.47726,372.55017,0.2980063855648041,462.53033,369.68076,0.8823124170303345,235.62575,395.45926,0.974724292755127,114.35074,327.87448,0.895771324634552,378.71848,314.02264,0.9973390698432922,107.24285,344.07208
0.8451672792434692,267.72534,315.35202,0.7220650315284729,478.43594,315.54526,0.9970749616622925,175.55544,386.7084,0.6928374171257019,45.008045,290.03903,0.6655803918838501,106.13914,279.71814,0.9441792964935303,154.98422,311.57742,0.928669273853302,117.85794,371.99594,0.9974687099456787,109.01403,361.8866,0.9162439107894897,281.41177,361.80392,0.9974687099456787,115.71784,352.88223,0.9388026595115662,293.9632,400.52386,0.8582172989845276,385.6769,373.2779,0.29666855931282043,465.48056,371.13287,0.866599977016449,233.28372,395.6091,0.9808371663093567,115.37135,328.52124,0.861539363861084,378.2456,314.6058,0.9974687099456787,107.34254,344.58853
0.8146693706512451,269.69843,315.71332,0.70731520652771,477.5659,314.98166,0.9967735409736633,175.64128,385.99866,0.6610410213470459,43.440174,290.10828,0.6902339458465576,105.892555,280.15094,0.9347789287567139,153.36606,311.5982,0.9278735518455505,118.197556,372.2421,0.9974687099456787,108.84529,361.763,0.8360788226127625,278.2745,363.7647,0.9974687099456787,115.30275,352.65466,0.8925102353096008,293.72128,401.53784,0.9049915075302124,384.79175,373.88007,0.29215478897094727,465.38892,370.37427,0.9224206805229187,233.52936,397.7177,0.9806500673294067,114.78383,328.54922,0.8759600520133972,378.50635,314.27643,0.9974240064620972,106.9064,344.74478
0.8993563652038574,269.85022,316.0129,0.7202842235565186,478.2194,315.52075,0.9965596795082092,175.12196,385.94638,0.6383312344551086,43.291138,290.53836,0.6659823060035706,103.279884,280.2978,0.9465910792350769,153.28014,312.2078,0.933090329170227,117.75945,372.6457,0.9974687099456787,108.42231,361.6818,0.8574272990226746,272.7678,371.7196,0.9974687099456787,114.908356,352.6267,0.9290411472320557,294.18845,402.1757,0.8975528478622437,384.6451,373.92578,0.31220319867134094,465.08945,370.8643,0.9343230128288269,234.9288,397.38638,0.9813454747200012,115.40733,328.8768,0.8671377897262573,377.49445,313.68216,0.9974687099456787,105.803925,345.80392
0.8599690794944763,270.04797,314.52454,0.7338844537734985,478.78503,315.1926,0.9965835213661194,176.31792,386.03177,0.6531312465667725,43.3868,290.9155,0.6367790102958679,103.00786,280.31046,0.9412243366241455,152.7717,312.90466,0.9537478089332581,118.14441,373.15845,0.9974687099456787,108.84529,361.763,0.8377180099487305,279.451,361.41177,0.9974687099456787,114.89098,352.30222,0.8994434475898743,297.74994,400.16086,0.7880135774612427,386.39694,372.28864,0.3202490508556366,465.92734,369.73904,0.9024717211723328,233.0381,394.99536,0.9783285856246948,115.50785,329.1847,0.7971059679985046,377.76675,313.30313,0.9973358511924744,106.76037,344.6373
0.7636809349060059,267.3106,313.31885,0.7373532652854919,479.81458,315.29282,0.995991051197052,175.68915,385.42224,0.6567475199699402,43.57375,290.71075,0.6181197762489319,102.454216,279.67505,0.9161217212677002,153.21628,311.96646,0.934644341468811,117.88429,372.99426,0.9974687099456787,108.85453,361.88873,0.8127815127372742,280.2353,359.05884,0.9974675178527832,115.31666,352.73105,0.9346672892570496,298.40094,399.76474,0.7793205380439758,386.07443,372.01184,0.30789512395858765,465.36353,369.28894,0.8603727221488953,235.59998,394.2791,0.9813159704208374,115.53403,329.10312,0.7881909012794495,377.82968,313.29785,0.9974687099456787,106.76036,344.63733
0.8707026839256287,270.1829,313.57904,0.7393651008605957,479.20822,315.2739,0.996035635471344,176.01323,385.74094,0.6627388596534729,43.77272,291.21048,0.6332175731658936,103.318565,279.6035,0.9234265685081482,153.61676,311.71188,0.9358037114143372,118.20322,372.57562,0.9974687099456787,108.47787,361.68182,0.8360304236412048,280.2353,361.41177,0.9974677562713623,114.54983,352.2672,0.9178897142410278,295.8019,400.1686,0.7736338973045349,386.46014,372.5357,0.3247637450695038,465.03006,370.27585,0.8792902231216431,233.042,394.75403,0.9812692403793335,115.211334,329.08102,0.8020232915878296,377.3797,313.1712,0.9973366856575012,106.6859,344.64355
0.8230850696563721,269.40945,313.88257,0.7134482860565186,478.8271,315.45255,0.9970802664756775,176.32053,385.7053,0.6706562638282776,43.592884,290.26834,0.6325384378433228,105.78138,278.85806,0.943527102470398,154.96567,310.32745,0.9158123135566711,118.48014,371.60657,0.9974687099456787,108.636086,361.28607,0.7901408672332764,281.41177,359.451,0.9974682331085205,114.54823,352.20007,0.9102038741111755,297.5795,400.51898,0.7681871652603149,386.5978,372.649,0.29968199133872986,464.41537,369.82703,0.8974760174751282,236.02475,395.28458,0.980114758014679,115.27913,327.24927,0.7572970390319824,378.3968,313.29156,0.9974687099456787,106.25459,343.69064
0.8508085608482361,269.5644,313.40735,0.7420482635498047,479.55362,315.44702,0.9961860775947571,176.04391,385.32712,0.7246890664100647,44.87322,288.8855,0.6294940114021301,106.6223,277.08984,0.9483617544174194,154.87085,309.29166,0.9492643475532532,117.655685,370.95053,0.9974687099456787,107.89923,360.0471,0.8279837965965271,281.80392,360.62744,0.9974687099456787,114.14964,350.83276,0.9281692504882812,297.3483,400.863,0.8089883923530579,386.62943,372.8991,0.32110530138015747,465.97147,370.6408,0.9260001182556152,234.00876,395.48917,0.9763793349266052,114.605095,326.8246,0.759713888168335,377.39224,312.98022,0.9974687099456787,106.20118,342.25134
0.9010937809944153,275.17978,314.7099,0.7254047393798828,479.14816,315.78964,0.9969865679740906,175.9345,384.64142,0.7193034291267395,48.001698,287.99802,0.7747303247451782,114.24252,277.7008,0.9596120715141296,155.54688,310.14587,0.924885630607605,116.05975,368.7012,0.9974687099456787,107.737366,358.13736,0.8571768403053284,276.39703,370.58722,0.9974687099456787,114.67229,349.15692,0.9420592188835144,295.8318,400.7149,0.7914952039718628,385.8568,372.65417,0.28467726707458496,465.83014,370.4401,0.9249700307846069,233.39972,395.20264,0.9699128866195679,114.47971,325.0962,0.7614201307296753,377.9811,313.4136,0.9974687099456787,104.62745,341.09805
0.8643622398376465,277.88815,315.38998,0.7105294466018677,479.1341,315.20587,0.9963462948799133,174.95807,382.67746,0.7967848777770996,49.07477,286.73605,0.7214086651802063,112.484665,274.67084,0.9574185013771057,157.04921,308.7557,0.9547205567359924,116.770615,368.18573,0.9974687099456787,107.26784,355.8532,0.904137909412384,285.2549,369.9608,0.9974687099456787,113.98832,346.59436,0.9380531907081604,294.67538,401.1585,0.7436103224754333,386.29562,371.95428,0.2840906083583832,465.4189,369.18243,0.9171097278594971,231.50058,394.54794,0.9499627351760864,115.273026,322.36874,0.7472269535064697,378.2406,312.96375,0.9974687099456787,105.50503,337.71814
0.8667985200881958,276.96805,313.8316,0.7318835854530334,479.47604,315.1275,0.9966326355934143,174.98497,381.98227,0.7957037091255188,47.75617,284.92877,0.6542505621910095,110.71078,271.5337,0.9440644383430481,156.59114,308.48154,0.9498823881149292,116.85899,367.6787,0.9974687099456787,107.23493,355.45514,0.8839411735534668,277.71747,369.22684,0.9974687099456787,114.048195,346.14038,0.9435752034187317,294.62817,400.62073,0.6753718256950378,385.62277,371.8134,0.29245585203170776,466.27484,370.6666,0.9277178049087524,233.98701,393.9193,0.9488710165023804,115.80316,322.13675,0.753834068775177,379.67184,312.43243,0.9974687099456787,104.23529,338.43137
0.8530206680297852,276.8787,313.76706,0.7161945104598999,479.75854,315.1098,0.9963321089744568,174.63351,381.61002,0.6941137909889221,49.111103,282.47733,0.7675238847732544,123.21568,279.84314,0.9687669277191162,157.55952,308.58282,0.9404990077018738,116.86608,367.67685,0.9974687099456787,107.555435,355.68564,0.8564596772193909,276.83395,369.29388,0.9974687099456787,114.56271,346.27524,0.9201136231422424,294.2527,400.1479,0.7428535223007202,385.8294,372.45978,0.3117592930793762,466.75577,370.58728,0.9299872517585754,234.4481,393.17517,0.9559791684150696,115.41551,322.21686,0.7733637094497681,377.66153,312.35727,0.9974687099456787,106.083305,337.55334
0.8679165840148926,278.529,313.06555,0.7241718173027039,478.97992,315.5445,0.9960386753082275,174.26741,381.60913,0.6992294788360596,50.71128,280.17032,0.7013247609138489,110.839836,269.12305,0.9701412916183472,157.64816,308.0804,0.9482419490814209,117.08989,367.2921,0.9974687099456787,107.39742,354.89743,0.8701783418655396,277.69095,368.40094,0.9974687099456787,114.72332,345.68405,0.924576461315155,292.51422,400.00003,0.7156713008880615,386.2794,371.72995,0.2846245765686035,465.6023,370.69855,0.9377933144569397,233.43372,393.5608,0.9459535479545593,115.680374,322.13455,0.7638516426086426,378.69077,312.57532,0.9974687099456787,105.01961,338.0392
0.8282270431518555,280.8506,313.03122,0.7268987894058228,478.76883,315.17233,0.9964304566383362,174.60725,382.0221,0.7168003916740417,51.592945,278.09378,0.70162034034729,112.534325,268.41946,0.9747956395149231,157.71715,307.46454,0.9578983783721924,116.41752,366.92255,0.9974687099456787,107.426765,354.35605,0.8432492613792419,279.39285,368.46753,0.9974687099456787,114.40959,345.038,0.9071367979049683,292.96478,400.37894,0.7325812578201294,386.14767,371.71735,0.28497135639190674,465.75012,370.69135,0.9163598418235779,231.88457,393.64105,0.9280131459236145,115.92353,322.23117,0.8216148614883423,377.77356,312.75204,0.9974687099456787,104.62745,336.86273
0.7682104706764221,281.3958,313.08044,0.6440331935882568,480.0,315.1988,0.9961850047111511,175.36914,381.91757,0.7467746734619141,52.935005,275.74426,0.6858233213424683,112.64966,268.09567,0.9787877202033997,156.70236,306.7796,0.9533272981643677,116.402374,366.25595,0.9974687099456787,107.9892,353.72406,0.8021281361579895,278.90738,368.7356,0.9974687099456787,115.320946,344.37863,0.8956702351570129,292.54242,401.04047,0.6438828110694885,385.48694,371.63376,0.24984048306941986,465.654,371.00797,0.9216565489768982,232.56042,393.55298,0.9311296939849854,114.843864,321.16315,0.7668246626853943,379.6477,312.3687,0.9974687099456787,105.01961,336.07843
0.928541362285614,281.031,310.58774,0.724520206451416,478.99557,306.91946,0.9962982535362244,175.8776,379.38327,0.727904200553894,52.33123,272.29565,0.7877187728881836,114.36541,265.99838,0.9763062596321106,155.2498,304.11206,0.9051219820976257,116.77773,363.52124,0.9974687099456787,107.89,352.29,0.9247562289237976,283.24274,361.16922,0.9974687099456787,115.20743,343.44318,0.9117328524589539,292.22354,399.89835,0.288263201713562,380.5359,306.78943,0.5567371249198914,476.07843,304.31372,0.9645859003067017,228.53896,393.03293,0.9253339767456055,116.422806,318.90067,0.7134616374969482,380.4432,306.39258,0.9974687099456787,106.66677,334.50845
0.8524529933929443,281.46353,308.85205,0.7518196105957031,479.7681,306.70734,0.9961702227592468,175.99847,375.69656,0.6491987109184265,53.496185,268.9909,0.7053089141845703,115.47269,263.26566,0.9738222360610962,157.76765,303.94742,0.9309603571891785,117.025345,360.82065,0.9974687099456787,108.671486,349.57013,0.8956918120384216,283.94962,355.8637,0.9974687099456787,115.87437,340.8184,0.8443847894668579,291.99933,399.89664,0.39971059560775757,379.4344,306.763,0.6725099086761475,476.86273,304.31372,0.9060161709785461,232.2616,390.39435,0.949370265007019,115.593544,317.40878,0.6720209717750549,378.85114,307.395,0.9974011182785034,107.391945,332.61887
0.8704893589019775,281.60623,308.74338,0.7490151524543762,479.6111,306.62604,0.9959754347801208,175.82729,376.01715,0.6596237421035767,53.73129,267.41,0.7013164162635803,114.89499,260.63452,0.9748607873916626,157.1204,303.1641,0.9367460012435913,116.81396,360.4268,0.9974687099456787,108.8355,349.1951,0.9334964156150818,284.83493,360.90985,0.9974687099456787,115.677,340.62885,0.8680909872055054,292.37088,397.2912,0.32273975014686584,380.30594,306.58124,0.6599873304367065,476.07843,304.31372,0.9225338101387024,233.55945,389.40067,0.9564543962478638,115.0546,316.9673,0.6869190335273743,380.4688,306.93457,0.9974687099456787,107.08714,332.44757
0.8961039185523987,280.07907,308.7871,0.7660703063011169,479.89746,306.42355,0.9954034090042114,175.07613,375.01743,0.6776055693626404,53.092724,264.48865,0.7062405347824097,115.75203,259.60803,0.9689647555351257,155.95714,302.64258,0.9484686851501465,116.08447,359.86096,0.9974687099456787,107.952614,348.1186,0.9341954588890076,283.8678,360.2851,0.9974687099456787,114.731705,339.48987,0.9086929559707642,290.46844,393.86655,0.3002052307128906,380.13602,306.26294,0.6966161727905273,477.2549,303.92157,0.9396073818206787,227.83247,388.19104,0.9555483460426331,114.66321,316.6314,0.6763213276863098,380.25858,306.76242,0.997353196144104,106.4845,331.59988
0.885855495929718,280.8208,308.4532,0.7747475504875183,479.75964,306.7015,0.9953657388687134,174.84653,374.93198,0.679928719997406,53.185123,263.6113,0.7240408658981323,118.03002,260.12067,0.9739083647727966,156.04709,303.00357,0.9403076767921448,116.52121,360.13895,0.9974687099456787,108.81748,348.8155,0.9396691918373108,284.07916,360.5661,0.9974687099456787,115.69382,340.29343,0.8904920816421509,288.8196,394.47012,0.4118795096874237,381.38757,305.8411,0.7084476351737976,476.86273,304.31372,0.9393110275268555,228.42157,388.3491,0.9644339680671692,114.61112,316.95544,0.6315174102783203,381.18463,306.26205,0.9974687099456787,107.22627,332.07394
0.9141505360603333,281.23666,308.10837,0.7545589208602905,479.8288,306.357,0.995405912399292,175.27647,374.00366,0.7286505103111267,53.97158,262.1481,0.6792795062065125,117.23876,258.41162,0.9801394939422607,157.2984,302.2211,0.9418502449989319,117.10221,359.7848,0.9974687099456787,109.57485,348.50616,0.9379124045372009,284.75677,359.73172,0.9974687099456787,116.17529,339.82513,0.8794316053390503,288.8458,396.69324,0.2071259319782257,382.41208,305.55847,0.6927711367607117,476.86273,303.52942,0.9302936792373657,228.41026,387.48267,0.9508275985717773,113.31882,317.08426,0.7456775903701782,382.4856,305.86652,0.9974043965339661,107.34145,332.0496
0.8968128561973572,281.5073,307.9195,0.7550308108329773,479.82553,306.9466,0.9956047534942627,174.76427,374.14188,0.6973422169685364,53.362118,261.63095,0.7193053364753723,116.69357,257.45578,0.981980562210083,155.04233,300.77997,0.9451067447662354,116.554985,359.4653,0.9974687099456787,108.3627,347.97815,0.9168655276298523,281.75235,362.06946,0.9974687099456787,115.17127,338.89893,0.8857966065406799,289.63058,395.28497,0.6627772450447083,387.1715,368.54868,0.28824400901794434,466.54324,370.8948,0.9584260582923889,229.68706,386.29422,0.9683833122253418,113.72244,316.23407,0.7121039032936096,382.5749,305.29602,0.9973708391189575,105.411766,330.9804
0.9088273048400879,280.22928,307.21075,0.7388730049133301,479.7464,306.6924,0.9960020184516907,175.6417,373.88406,0.7041535377502441,53.73644,261.31015,0.7132764458656311,115.98012,257.62238,0.986609160900116,158.01624,301.32062,0.938716471195221,116.779816,359.15445,0.9974687099456787,108.92072,347.56155,0.9205496311187744,281.14136,363.0089,0.9974687099456787,115.62949,338.15942,0.9459760189056396,290.52417,391.60052,0.6778197288513184,386.3639,368.0543,0.26756662130355835,466.58652,370.76846,0.9594701528549194,231.5186,385.12482,0.9662989974021912,114.25589,315.08432,0.7903878688812256,381.6826,305.02148,0.9973741769790649,105.803925,330.19608
0.9104171991348267,281.44388,307.8959,0.7437070608139038,480.0,306.6211,0.9956894516944885,176.00908,373.33252,0.6701055765151978,53.287582,260.4866,0.7080263495445251,118.61415,257.65,0.982930600643158,157.98897,301.142,0.9280207753181458,116.49829,358.1019,0.9974687099456787,109.19682,346.82065,0.9298024773597717,282.6029,362.17435,0.9974687099456787,116.57143,337.79062,0.9580150842666626,292.0625,391.20563,0.7797567844390869,385.9772,367.9998,0.321772962808609,466.77307,370.88834,0.957642674446106,232.53659,384.59268,0.9691740870475769,114.61196,314.8352,0.8347817063331604,382.9214,304.94513,0.9974687099456787,106.588234,329.80392
0.8868719935417175,281.4036,307.91205,0.7453765869140625,479.51636,306.6261,0.9957530498504639,175.63708,373.5571,0.6634623408317566,52.7575,260.4339,0.6918550133705139,117.77727,257.13446,0.9770306348800659,156.64099,300.7307,0.9137231707572937,116.115585,357.66782,0.9974687099456787,108.37957,346.3867,0.9279248118400574,281.4157,362.66217,0.9974687099456787,115.81713,337.33917,0.9547032713890076,288.6249,390.2281,0.6645581126213074,387.04355,368.0639,0.32027581334114075,467.05594,371.1882,0.9606984853744507,230.7714,384.64386,0.9754377007484436,114.79769,314.55533,0.7488564848899841,382.1699,305.26358,0.9974687099456787,106.196075,329.41177
0.8926770091056824,280.60748,307.90558,0.7591833472251892,479.76498,306.56583,0.9954806566238403,176.35779,373.02356,0.66850346326828,54.258984,260.80417,0.7421311736106873,119.00004,259.01822,0.9770187735557556,156.72838,300.7173,0.9222399592399597,116.7037,358.18793,0.9974687099456787,109.081535,346.73947,0.9260817766189575,281.08716,362.36835,0.9974687099456787,116.190475,337.7637,0.9506535530090332,287.83008,392.5019,0.7674461007118225,386.4014,368.04703,0.29038241505622864,466.78497,370.3405,0.956476628780365,231.47043,384.41708,0.9743914604187012,115.19879,314.69467,0.8733052611351013,381.4643,305.34314,0.9974687099456787,106.588234,329.80392
0.8982215523719788,280.5317,307.77557,0.7369859218597412,478.82565,306.57178,0.9949660897254944,176.81792,373.59818,0.6666804552078247,54.327778,260.8408,0.6955559253692627,116.60392,256.71347,0.9811904430389404,157.65854,300.78888,0.9421783685684204,116.7077,358.62744,0.9974687099456787,109.19855,346.8895,0.9292387366294861,281.06354,361.23776,0.9974687099456787,116.57143,337.80365,0.9538643956184387,287.2887,392.72787,0.7372577786445618,386.90286,368.0603,0.2749718129634857,466.29636,371.12222,0.9580673575401306,232.15353,384.63043,0.9705613255500793,114.9257,315.4014,0.8405828475952148,382.5251,305.27307,0.9974687099456787,106.588234,329.80392
0.880347728729248,280.4582,307.57004,0.7336610555648804,479.58295,306.34467,0.9947799444198608,176.71039,373.5917,0.6891941428184509,53.61625,261.1718,0.7391098141670227,117.766815,258.07196,0.9807485342025757,157.59998,301.0194,0.9367263913154602,116.413216,358.996,0.9974687099456787,108.84317,347.26132,0.9268749952316284,281.47186,362.0843,0.9974687099456787,115.88789,338.45355,0.953935980796814,288.09564,393.92703,0.6816136837005615,387.47354,368.38992,0.3079812228679657,466.29727,370.8402,0.9489706158638,232.14052,384.64774,0.9647407531738281,114.32986,315.7554,0.7163531184196472,382.52762,305.06232,0.9974199533462524,106.196075,330.19608
