right ear latitude,right ear longitude,right ear accuracy score,right hip latitude,right hip longitude,right hip accuracy score,right eye latitude,right eye longitude,right eye accuracy score,left hip latitude,left hip longitude,left hip accuracy score,left wrist latitude,left wrist longitude,left wrist accuracy score,right knee latitude,right knee longitude,right knee accuracy score,nose latitude,nose longitude,nose accuracy score,left eye latitude,left eye longitude,left eye accuracy score,left ankle latitude,left ankle longitude,left ankle accuracy score,right elbow latitude,right elbow longitude,right elbow accuracy score,left knee latitude,left knee longitude,left knee accuracy score,right wrist latitude,right wrist longitude,right wrist accuracy score,right ankle latitude,right ankle longitude,right ankle accuracy score,right shoulder latitude,right shoulder longitude,right shoulder accuracy score,left shoulder latitude,left shoulder longitude,left shoulder accuracy score,left elbow latitude,left elbow longitude,left elbow accuracy score,left ear latitude,left ear longitude,left ear accuracy score
169.2469,316.9746,0.985826313495636,342.8026,307.97205,0.8294846415519714,164.0,332.07843,0.9974687099456787,341.7775,374.15457,0.849579930305481,156.58618,490.9082,0.5178523659706116,460.72076,304.91544,0.5653091669082642,173.25308,340.5245,0.9974687099456787,166.4405,349.26828,0.9974687099456787,480.0,379.01898,0.09263259917497635,193.46628,243.89816,0.6700210571289062,462.22372,376.13214,0.5913647413253784,149.85812,196.5446,0.5374594330787659,480.0,306.4183,0.18009191751480103,214.53557,295.60602,0.9929353594779968,215.24619,383.58304,0.9245143532752991,202.46925,439.83377,0.8199384808540344,172.53024,359.7735,0.9394888877868652
170.04869,319.02744,0.9810887575149536,342.83774,309.2835,0.7727640271186829,165.17647,334.43137,0.9974687099456787,343.1702,374.87036,0.809303879737854,159.27095,500.0736,0.4416615664958954,463.93924,304.75204,0.349784791469574,174.05397,342.05518,0.9974687099456787,167.55916,351.42462,0.9974687099456787,480.0,380.78635,0.11964712291955948,194.38788,244.73032,0.7340874075889587,463.03094,377.72992,0.6038538813591003,152.41696,191.9044,0.4828643798828125,480.0,305.97437,0.1560775488615036,214.89293,297.58597,0.9925083518028259,216.54926,385.6236,0.9097635746002197,204.70464,440.3094,0.8315074443817139,173.50261,361.68323,0.9406822323799133
169.63022,322.04083,0.9662802219390869,343.63,310.59683,0.794309139251709,163.60785,336.39215,0.9967556595802307,343.61627,375.93478,0.8418591618537903,164.43245,505.82974,0.5231198668479919,467.91827,305.6666,0.27079910039901733,173.10379,343.76434,0.9974687099456787,166.73448,353.871,0.9974687099456787,480.0,383.46805,0.11757630854845047,195.37335,246.98448,0.7663835883140564,466.25037,378.80853,0.4511248469352722,156.55244,192.71942,0.47097599506378174,480.0,305.54248,0.09512584656476974,215.08221,300.6813,0.9932374954223633,215.9372,387.8848,0.9113002419471741,205.98419,440.53046,0.8612553477287292,173.62027,364.3782,0.9429879784584045
170.56287,324.95233,0.9855881929397583,343.07245,311.32367,0.7864251136779785,165.56863,340.70587,0.9974687099456787,343.2018,378.04083,0.8024651408195496,171.0976,514.5628,0.6846804618835449,474.88895,307.41574,0.2645912170410156,173.76433,349.5574,0.997463583946228,166.22858,358.72382,0.9974687099456787,480.0,386.00757,0.136867493391037,195.63245,248.48453,0.7802167534828186,465.941,381.3052,0.5425618290901184,162.63449,189.96686,0.6941379904747009,480.0,306.0011,0.08776604384183884,215.05302,303.01266,0.9944808483123779,216.70862,390.39984,0.8955313563346863,206.77394,444.42047,0.8130717873573303,173.17902,368.3858,0.9212157130241394
168.90395,327.8607,0.9914119243621826,344.669,314.8911,0.8061144948005676,163.60785,343.7647,0.9974687099456787,346.13004,380.4588,0.8561895489692688,179.1002,520.73505,0.5721048712730408,478.58237,309.47693,0.1678440421819687,173.24683,353.1804,0.9974687099456787,166.59074,362.37582,0.9974687099456787,480.0,385.6,0.1206931471824646,195.03812,246.80663,0.760129451751709,471.07306,382.8748,0.35108038783073425,172.49744,187.78436,0.740002453327179,480.0,307.73993,0.03475503996014595,214.34499,305.22855,0.991709291934967,215.5481,391.75302,0.893953263759613,207.79033,443.57483,0.7894188165664673,173.32431,371.45132,0.9224501848220825
169.66301,330.272,0.9922004342079163,343.63522,317.5377,0.8202734589576721,163.60785,345.7255,0.9974687099456787,345.498,381.60254,0.8660294413566589,185.22112,527.06024,0.6052899360656738,477.73538,309.2091,0.21798081696033478,172.9253,355.01996,0.9974687099456787,166.02847,363.87912,0.9974687099456787,480.0,384.36417,0.2033030241727829,196.21017,249.07668,0.7024420499801636,466.4733,382.27875,0.5667687058448792,177.98004,187.49976,0.7302241921424866,480.0,307.00613,0.03284582495689392,212.92462,306.54572,0.9936093091964722,215.9534,393.90057,0.8869768977165222,209.1526,446.2662,0.7891362309455872,172.56383,373.4637,0.9099065065383911
168.85779,330.6361,0.9916017651557922,343.70758,317.9061,0.8200957179069519,163.60785,346.90195,0.9974687099456787,345.2426,382.8765,0.8855435848236084,198.65565,517.5643,0.6877017021179199,472.65924,310.1775,0.3035529553890228,173.16536,355.85248,0.9974687099456787,166.47693,364.84692,0.9974687099456787,480.0,383.637,0.15735767781734467,196.26495,252.02216,0.6913522481918335,464.99756,383.45673,0.5742841362953186,181.00465,187.54616,0.7648202180862427,480.0,307.50134,0.04274249076843262,212.69792,305.85684,0.9939244389533997,217.10751,394.6415,0.8734251856803894,211.31354,444.61557,0.8314754962921143,173.76549,374.0845,0.8984251022338867
168.58931,332.08746,0.989253580570221,345.8154,318.57422,0.8541704416275024,162.82353,347.68628,0.9974687099456787,347.85236,383.73727,0.8891809582710266,210.5373,529.2658,0.7110745310783386,476.0723,311.40387,0.2535208463668823,173.11696,356.10422,0.9974687099456787,166.53381,365.37537,0.9974687099456787,480.0,384.3529,0.2976577579975128,199.2224,254.89255,0.7389317154884338,463.98517,382.776,0.5542823076248169,191.13058,179.71854,0.6712577939033508,480.0,308.0024,0.06472490727901459,214.08466,307.14413,0.9955945611000061,223.47235,394.9449,0.8790158033370972,220.8233,449.67654,0.8587339520454407,174.33408,374.93118,0.9094922542572021
168.16809,332.3469,0.9891091585159302,346.7405,319.39233,0.8321554660797119,164.18391,348.09772,0.9974687099456787,348.4945,384.00323,0.8999590873718262,222.13965,524.72076,0.5188580751419067,475.04504,311.21555,0.26831647753715515,172.74835,356.87448,0.9974687099456787,166.5148,366.14398,0.9974687099456787,480.0,384.72736,0.18059813976287842,199.7075,251.17957,0.7613005638122559,457.41177,385.2549,0.6499131321907043,199.72054,182.92146,0.7245747447013855,480.0,308.27936,0.0637926235795021,214.59561,306.8435,0.9956758618354797,223.6299,396.5898,0.8893768787384033,223.11351,447.43723,0.8660876750946045,174.57611,375.6678,0.9027494788169861
167.61977,333.04816,0.987600564956665,345.76004,318.60886,0.860489547252655,162.43137,348.86273,0.9974687099456787,347.12402,383.78485,0.8837303519248962,212.35138,530.41626,0.7259006500244141,473.23077,311.2803,0.2782156765460968,172.72467,356.8744,0.9974687099456787,166.384,366.37558,0.9974613189697266,480.0,384.4,0.16007812321186066,198.41267,256.34982,0.7760907411575317,467.97623,382.68073,0.44707831740379333,189.23843,186.43054,0.7054160237312317,480.0,308.13287,0.08189714699983597,213.24232,308.45865,0.995087206363678,222.86893,395.93338,0.9011924266815186,222.21213,453.5206,0.8157644867897034,174.1272,375.75143,0.9154636859893799
168.32014,333.7898,0.9821223020553589,342.8743,317.76324,0.86142498254776,162.82353,349.2549,0.9974687099456787,345.80893,381.60114,0.8700063228607178,176.90416,519.02783,0.48318740725517273,474.72528,310.31604,0.2726815640926361,172.49704,357.22095,0.9974687099456787,166.4962,366.5624,0.9974536299705505,480.0,384.42105,0.1255866438150406,194.7554,251.73676,0.6934345364570618,467.05966,383.4488,0.49500077962875366,159.94142,195.2496,0.45564600825309753,480.0,308.13098,0.031438857316970825,213.02448,311.51614,0.9922307133674622,223.43109,397.56427,0.8709041476249695,216.33258,450.95663,0.8398478627204895,174.75261,376.10452,0.9121088981628418
168.616,332.69418,0.9886033535003662,342.43256,319.1763,0.8194873929023743,164.0,349.2549,0.9974687099456787,344.96988,382.94855,0.8595463037490845,147.87752,492.05124,0.3753372132778168,471.319,311.92368,0.3685286045074463,173.49252,356.47684,0.9974687099456787,167.5306,365.94873,0.9974687099456787,480.0,384.00003,0.1167544424533844,185.1925,260.21545,0.6662985682487488,466.04285,384.12292,0.5353940725326538,141.62782,218.56479,0.47594743967056274,480.0,308.00204,0.03742925450205803,213.4261,310.34225,0.9864055514335632,217.65427,394.36615,0.8776161670684814,199.44322,451.9875,0.8076890707015991,175.34105,375.10553,0.9257756471633911
172.03806,330.07935,0.985880434513092,343.76303,319.11877,0.8311998248100281,168.07666,345.67746,0.9974687099456787,343.5144,382.32056,0.8581507205963135,122.108925,460.08395,0.5292714834213257,469.57764,311.5505,0.29408276081085205,175.99736,354.8709,0.9974687099456787,168.1632,363.6591,0.9974687099456787,480.0,383.64435,0.08858892321586609,177.02553,268.3274,0.47881099581718445,468.57288,383.1361,0.38197895884513855,114.50229,239.41924,0.44797587394714355,480.0,307.4365,0.03742096573114395,213.88235,309.80392,0.9590676426887512,215.83485,389.94174,0.8791719675064087,185.58842,441.12445,0.7530836462974548,173.05147,373.25433,0.9089993834495544
172.10281,327.98895,0.9842244386672974,343.00427,319.11374,0.8933824896812439,167.45097,345.0196,0.9974687099456787,344.3816,380.92023,0.8749535083770752,117.104576,447.88495,0.45799195766448975,470.03412,310.50745,0.32171425223350525,176.37209,354.4135,0.9974687099456787,168.53809,363.3882,0.9974687099456787,480.0,383.65182,0.08863154798746109,176.67897,272.04672,0.5743806958198547,471.82986,382.47336,0.3021683394908905,113.426765,250.09096,0.6550058126449585,480.0,306.0669,0.04496375843882561,211.69391,308.62833,0.9622986912727356,214.93503,389.23962,0.8756734728813171,179.37589,435.7347,0.7191650867462158,173.12036,373.2,0.9059829711914062
173.90038,326.13428,0.9782594442367554,337.37424,319.6859,0.9292735457420349,167.45097,343.84314,0.9974687099456787,344.75726,380.95215,0.867228627204895,110.34796,434.76093,0.4498227536678314,469.10605,312.22522,0.3537076711654663,176.79895,353.72855,0.9974687099456787,168.60002,363.61356,0.9974687099456787,480.0,384.0,0.10739340633153915,172.32954,276.50974,0.5711808800697327,472.22452,382.3815,0.2359321415424347,102.404106,259.7359,0.5553641319274902,480.0,307.0969,0.045823223888874054,208.69629,308.90854,0.9613398313522339,215.79774,387.61182,0.8817712068557739,178.85162,432.0304,0.6636002063751221,173.70125,373.10968,0.8269386887550354
175.4475,324.01804,0.9711872935295105,340.6696,320.5078,0.9223693609237671,167.84314,343.451,0.9974687099456787,344.43896,380.64102,0.8947138786315918,114.61792,429.4448,0.49721431732177734,468.70572,310.3744,0.34959062933921814,177.84998,353.30002,0.9974687099456787,169.5949,362.7754,0.9974687099456787,480.0,383.6,0.09631792455911636,171.10606,279.43512,0.625029981136322,469.80377,382.00278,0.3506433665752411,101.52215,263.93396,0.6626156568527222,480.0,306.58325,0.07322102040052414,208.66536,310.30966,0.9599611759185791,216.12828,386.3988,0.904059112071991,179.5993,428.22522,0.6710529923439026,174.82135,372.8589,0.7928612232208252
175.63303,324.1159,0.9686994552612305,340.23755,320.78027,0.9249585270881653,168.23529,343.451,0.9974687099456787,344.16315,380.8372,0.8972803950309753,108.58508,423.99603,0.5163472294807434,474.6956,310.48138,0.3134297728538513,178.27582,352.97415,0.9974687099456787,169.8595,362.6152,0.9974687099456787,480.0,384.74417,0.12465038895606995,170.49048,279.95004,0.5965421795845032,468.9716,381.69803,0.41465529799461365,96.92282,263.37607,0.5835854411125183,480.0,306.14285,0.04618868976831436,208.15096,310.3955,0.9548323750495911,214.93866,386.84607,0.9374100565910339,178.76904,423.9342,0.6924789547920227,175.20822,372.8685,0.8249205350875854
176.39497,323.3828,0.9636409282684326,339.1628,321.103,0.9110662341117859,167.84314,343.05884,0.9974687099456787,343.22925,380.1934,0.897500216960907,100.42721,415.38385,0.42781129479408264,473.31693,310.17377,0.2903518080711365,178.64294,352.8553,0.9974687099456787,170.663,362.80334,0.9974687099456787,480.0,383.6,0.12904700636863708,168.57512,279.7803,0.6338529586791992,467.97952,382.26654,0.46127596497535706,99.49267,268.38623,0.5740497708320618,480.0,305.6082,0.05555466562509537,206.73708,309.9766,0.9519240856170654,213.86307,387.22708,0.9500282406806946,176.70026,420.71085,0.6219519376754761,176.7619,372.92752,0.8515841364860535
176.8082,322.90088,0.9379605650901794,340.20822,321.4156,0.9123188853263855,168.23529,343.05884,0.9974687099456787,342.9823,380.2974,0.9032281637191772,97.17855,409.69238,0.3555855453014374,472.596,310.21753,0.23769983649253845,179.0231,352.8662,0.9974650144577026,171.0095,362.6247,0.9974687099456787,480.0,382.85715,0.12570329010486603,167.65134,283.92194,0.6361522078514099,467.89487,381.93207,0.4322962760925293,90.3713,274.79565,0.4625224471092224,480.0,306.0686,0.047097399830818176,205.28229,309.69495,0.9485288262367249,213.31894,385.99976,0.9627549648284912,177.31662,418.3956,0.6920748949050903,176.82304,372.63638,0.8502763509750366
