right knee latitude,right knee longitude,right knee accuracy score,nose latitude,nose longitude,nose accuracy score,right ear latitude,right ear longitude,right ear accuracy score,right elbow latitude,right elbow longitude,right elbow accuracy score,right ankle latitude,right ankle longitude,right ankle accuracy score,right eye latitude,right eye longitude,right eye accuracy score,left shoulder latitude,left shoulder longitude,left shoulder accuracy score,left eye latitude,left eye longitude,left eye accuracy score,right shoulder latitude,right shoulder longitude,right shoulder accuracy score,left ear latitude,left ear longitude,left ear accuracy score,left wrist latitude,left wrist longitude,left wrist accuracy score,left elbow latitude,left elbow longitude,left elbow accuracy score,left ankle latitude,left ankle longitude,left ankle accuracy score,right wrist latitude,right wrist longitude,right wrist accuracy score,right hip latitude,right hip longitude,right hip accuracy score,left hip latitude,left hip longitude,left hip accuracy score,left knee latitude,left knee longitude,left knee accuracy score
480.0,485.1837,0.008557590655982494,463.02298,469.46667,0.8374701142311096,460.50308,463.35553,0.0983501449227333,480.0,455.42157,0.025944236665964127,480.0,480.08472,0.004227898083627224,458.4291,467.5869,0.5989170074462891,480.0,500.12384,0.45536407828330994,459.36438,475.23383,0.8891810774803162,477.7255,474.90195,0.23203521966934204,462.57684,485.66455,0.7470037937164307,480.0,480.898,0.07281029969453812,480.0,506.56448,0.04942590743303299,480.0,626.9076,0.0031601213850080967,480.0,474.18823,0.033495206385850906,480.0,474.88452,0.020470203831791878,480.0,564.9323,0.002577317412942648,480.0,596.7132,0.0024152614641934633
480.0,482.36554,0.008322895504534245,463.71594,469.17734,0.7654167413711548,461.50302,463.31384,0.08794698119163513,480.0,451.15616,0.01778915338218212,480.0,476.22498,0.002503463299944997,459.173,467.6406,0.5441335439682007,480.0,499.86838,0.4073522090911865,460.00296,475.11212,0.8600919842720032,478.90195,473.33334,0.17247812449932098,462.85266,485.85568,0.696394681930542,480.0,482.96353,0.053009033203125,480.0,507.06512,0.038250017911195755,480.0,599.7285,0.0024152614641934633,480.0,472.08698,0.02548789046704769,480.0,475.5163,0.01600552722811699,480.0,573.5922,0.002537696622312069,480.0,553.2006,0.0024152614641934633
480.0,482.32074,0.008696761913597584,463.72147,469.64102,0.7151970863342285,461.4376,463.37567,0.09851747751235962,480.0,451.9945,0.014600507915019989,480.0,476.72882,0.0024152626283466816,458.81998,467.78717,0.5260569453239441,480.0,500.0247,0.33576875925064087,459.85266,475.47885,0.8325594663619995,478.11765,472.549,0.1637817621231079,463.2379,486.40378,0.6587628126144409,480.0,489.75946,0.031727954745292664,480.0,509.9625,0.032911188900470734,480.0,600.9296,0.0024152614641934633,480.0,472.19696,0.02180318720638752,480.0,475.4466,0.014856130816042423,480.0,577.93896,0.0024152614641934633,480.0,552.72906,0.0024152614641934633
480.0,483.0818,0.0069663249887526035,463.71494,469.47952,0.8060042262077332,461.74762,463.40744,0.06856245547533035,480.0,453.23358,0.017908645793795586,480.0,477.11795,0.0024152605328708887,458.78635,467.54785,0.5506098866462708,480.0,500.33124,0.3754737079143524,459.47726,475.2318,0.8942773938179016,478.11765,472.15686,0.16601097583770752,463.08987,486.12387,0.7540900707244873,480.0,487.85895,0.034543219953775406,480.0,509.38278,0.03359552100300789,480.0,549.1191,0.0024152626283466816,480.0,472.0273,0.022153621539473534,480.0,475.29953,0.01431023608893156,480.0,575.5759,0.0024152614641934633,480.0,550.15845,0.0024152614641934633
480.0,481.91794,0.007661697454750538,463.7081,469.17648,0.7973281145095825,461.81155,463.3546,0.0735979899764061,480.0,452.90082,0.01727398671209812,480.0,475.63272,0.0024152614641934633,459.1504,467.33673,0.5426421761512756,480.0,501.54385,0.428966760635376,459.79,475.22626,0.9028379917144775,477.7255,472.549,0.193583145737648,462.66016,486.3934,0.7950015068054199,480.0,484.74673,0.047667231410741806,480.0,509.44412,0.04705869406461716,480.0,513.53076,0.0024152614641934633,480.0,472.3029,0.025045912712812424,480.0,476.11914,0.01605507731437683,480.0,535.5848,0.009525904431939125,480.0,546.37256,0.0024152614641934633
480.0,487.02432,0.005316772498190403,463.41013,469.03088,0.731524646282196,461.75006,463.41788,0.06798508018255234,480.0,453.91354,0.015592575073242188,480.0,486.23746,0.0024152614641934633,458.78876,467.20834,0.4643755555152893,480.0,500.6227,0.4199103116989136,459.43262,474.98984,0.846435010433197,478.5098,474.11765,0.16980066895484924,462.7722,486.60748,0.7186625599861145,480.0,481.7525,0.05085332319140434,480.0,509.58496,0.037209298461675644,480.0,640.0,0.0024152614641934633,480.0,472.84833,0.022959211841225624,480.0,474.9707,0.01532671321183443,480.0,566.7863,0.0027647572569549084,480.0,591.71326,0.003491919254884124
480.0,487.62997,0.004352235235273838,463.39468,469.1608,0.7979314923286438,461.45813,464.10275,0.055425360798835754,480.0,454.5555,0.013262282125651836,480.0,485.66177,0.0024152614641934633,458.39294,467.58432,0.46940839290618896,480.0,501.83295,0.3683710992336273,458.72693,474.98877,0.8899271488189697,479.29413,474.5098,0.1473480463027954,462.63504,486.53976,0.7701552510261536,480.0,481.78156,0.04264262318611145,480.0,507.87723,0.0283912755548954,480.0,543.52954,0.0027689780108630657,480.0,472.48907,0.017850594595074654,480.0,474.82538,0.012447994202375412,480.0,521.75977,0.013180388137698174,480.0,548.8513,0.0024152614641934633
480.0,485.04355,0.006325731985270977,462.971,469.03232,0.7990070581436157,461.00104,463.10147,0.06627532094717026,480.0,451.77988,0.013302403502166271,480.0,478.83575,0.0025227114092558622,457.93246,466.98544,0.5076172947883606,480.0,503.10187,0.38203731179237366,458.6723,475.24588,0.8957039713859558,478.90195,474.5098,0.17073173820972443,461.9687,487.04218,0.7732771635055542,480.0,483.19232,0.04526142030954361,480.0,512.05225,0.029738616198301315,480.0,602.95355,0.0024152626283466816,480.0,472.05167,0.02070016600191593,480.0,475.27127,0.015183720737695694,480.0,500.29895,0.024224307388067245,480.0,531.2732,0.0024152614641934633
480.0,484.08972,0.007903600111603737,463.32867,469.6466,0.748753011226654,461.14874,463.33954,0.0840032547712326,480.0,455.09494,0.02183908224105835,480.0,479.37704,0.0030262621585279703,458.5513,467.69562,0.4956357777118683,480.0,500.02057,0.3761734664440155,459.36777,475.47668,0.8036773204803467,478.5098,474.90195,0.16670212149620056,462.00922,486.42932,0.6612156629562378,480.0,482.0658,0.05432034283876419,480.0,506.24075,0.04930834472179413,479.8269,640.0,0.0024164889473468065,480.0,475.34442,0.030115848407149315,480.0,476.42337,0.017164196819067,480.0,564.63586,0.0033705937676131725,480.0,590.15564,0.0028516759630292654
480.0,485.7757,0.006112347356975079,463.72617,469.49942,0.7793950438499451,461.42435,463.02103,0.10512878000736237,480.0,450.42587,0.015744328498840332,480.0,478.7395,0.0025220010429620743,459.1786,467.36252,0.5533649325370789,480.0,499.28458,0.39076584577560425,460.00308,475.408,0.8611507415771484,478.5098,472.15686,0.17458240687847137,462.86353,485.62378,0.706107497215271,480.0,489.7312,0.037155620753765106,480.0,509.46573,0.04041095823049545,480.0,640.0,0.0024152614641934633,480.0,471.42566,0.024703994393348694,480.0,483.67307,0.014742785133421421,480.0,591.1187,0.0024152614641934633,471.211,640.0,0.0024152614641934633
480.0,478.93182,0.00995904952287674,463.4448,469.1861,0.7739023566246033,461.3931,463.71518,0.05616550147533417,480.0,453.8807,0.01758599281311035,480.0,451.2965,0.0024152614641934633,458.9315,467.62302,0.467903196811676,480.0,500.80408,0.386689692735672,459.88235,475.1157,0.8670786619186401,478.11765,473.7255,0.1696266084909439,462.66345,486.0453,0.7427661418914795,480.0,500.97232,0.020786361768841743,480.0,510.80005,0.03473320230841637,478.06995,640.0,0.0024846226442605257,480.0,472.7742,0.023366065695881844,480.0,476.73932,0.01666540652513504,478.82068,587.8471,0.0024152614641934633,462.88843,640.0,0.0026878179050982
480.0,477.7325,0.008730330504477024,463.42825,469.18045,0.7952962517738342,461.4613,463.37613,0.06594177335500717,480.0,453.62396,0.014929262921214104,480.0,470.49368,0.0024152614641934633,458.93286,467.32715,0.520057737827301,480.0,500.01062,0.395672470331192,459.50296,474.79843,0.8965932726860046,478.5098,472.549,0.16214419901371002,462.2867,485.91272,0.7773289084434509,480.0,491.36862,0.029532920569181442,480.0,509.78586,0.03635019809007645,478.88828,640.0,0.0024152614641934633,480.0,472.6011,0.019299466162919998,480.0,476.64758,0.014880402013659477,480.0,588.92017,0.0024152605328708887,471.1297,640.0,0.0024152614641934633
480.0,548.2016,0.0024452204816043377,460.549,469.80392,0.7426750063896179,461.50845,463.6747,0.08507853746414185,480.0,455.27863,0.015792401507496834,480.0,545.41455,0.002631062176078558,458.5179,467.84436,0.5115455985069275,480.0,500.80463,0.33257707953453064,459.3243,475.57242,0.8185811638832092,480.0,458.5261,0.13383200764656067,462.82153,486.26263,0.6735143065452576,480.0,485.92346,0.03632314130663872,480.0,509.1588,0.030176987871527672,480.0,640.0,0.0024152614641934633,480.0,473.4815,0.020203666761517525,480.0,494.67935,0.010709432885050774,480.0,566.51776,0.002853942569345236,480.0,590.9194,0.003280852222815156
476.11316,281.0793,0.8477281332015991,159.21881,320.81662,0.9974665641784668,156.6415,290.28885,0.9957629442214966,291.8298,256.76468,0.856312096118927,480.0,280.67532,0.018299194052815437,149.81635,310.7983,0.9974687099456787,227.97751,351.70596,0.9910874962806702,152.12675,329.68024,0.9974687099456787,217.26161,264.5931,0.9946920275688171,161.85617,338.2153,0.8630459308624268,333.10367,350.48953,0.9779451489448547,297.3286,368.0628,0.9866747260093689,480.0,328.21667,0.030003445222973824,330.26257,295.51215,0.7363734245300293,353.94586,277.9673,0.9501327276229858,360.62744,335.60785,0.9641356468200684,478.00525,331.986,0.8230157494544983
480.0,265.2459,0.7393558025360107,157.41844,313.39694,0.9974687099456787,153.57265,282.6691,0.9968286156654358,286.68726,253.3449,0.8940129280090332,480.0,263.72873,0.009223190136253834,147.89058,303.80652,0.9974676370620728,230.23843,341.66336,0.9840685725212097,150.51376,322.12323,0.9967617392539978,212.81474,255.63524,0.9973369240760803,160.81323,329.18115,0.7750025391578674,336.13535,345.3268,0.9803051948547363,301.77,356.09042,0.9832324385643005,480.0,319.63367,0.03104797750711441,338.0077,300.0849,0.8336683511734009,351.66364,271.78192,0.9502780437469482,362.5098,333.64706,0.9352070689201355,480.0,324.6577,0.7887899875640869
480.0,254.49684,0.6231197118759155,151.5915,298.95108,0.9974687099456787,150.442,264.12238,0.9966046810150146,297.69284,248.24799,0.8471115827560425,480.0,241.62956,0.02179756946861744,142.70122,288.03064,0.9974650144577026,224.65042,325.74557,0.9868430495262146,144.53918,306.3639,0.9923657774925232,212.2495,240.9616,0.9972048401832581,156.97469,313.155,0.5825604200363159,339.49957,329.66064,0.961317241191864,295.0768,336.4487,0.9546895623207092,480.0,316.78894,0.08905251324176788,345.7652,297.79608,0.8097929358482361,343.71027,258.34406,0.8057860136032104,359.37256,311.84314,0.893546462059021,480.0,316.80444,0.6461974382400513
480.0,481.29807,0.00841289758682251,463.42422,469.33002,0.761584997177124,461.44946,463.3745,0.08605235069990158,480.0,452.3556,0.016811178997159004,480.0,471.9671,0.0024152614641934633,459.02954,467.69934,0.5141574144363403,480.0,500.26666,0.38077157735824585,459.74323,474.99057,0.858529269695282,478.5098,472.94116,0.16575756669044495,462.82556,486.1812,0.7067559957504272,480.0,485.94818,0.03689398244023323,480.0,512.054,0.032569922506809235,480.0,640.0,0.0024152614641934633,480.0,472.12036,0.020743194967508316,480.0,476.5292,0.015532881952822208,480.0,568.76825,0.0025199579540640116,480.0,595.0027,0.0024152605328708887
480.0,486.70615,0.0054673245176672935,463.8219,468.71384,0.8088831305503845,461.02783,463.73245,0.053712084889411926,480.0,454.0277,0.01623184233903885,480.0,482.61356,0.002512009348720312,458.78986,467.05792,0.4636247754096985,480.0,501.00555,0.4341992437839508,459.25696,475.03418,0.9049879312515259,479.29413,475.29413,0.17064957320690155,462.29602,486.3736,0.7889812588691711,480.0,482.08347,0.04690775275230408,480.0,506.62134,0.040451426059007645,480.0,640.0,0.0024152614641934633,480.0,473.64578,0.02050265483558178,480.0,474.95166,0.014375496655702591,480.0,565.2936,0.00398827763274312,480.0,593.5791,0.002984133781865239
480.0,489.084,0.004437150899320841,463.38162,468.85556,0.7992680668830872,461.03375,463.3866,0.0666867345571518,480.0,451.45184,0.015827294439077377,480.0,498.44437,0.0024152614641934633,458.3292,467.35934,0.5019122958183289,480.0,501.6453,0.4023153483867645,459.0964,475.37668,0.8882185816764832,479.29413,475.29413,0.16305075585842133,462.8268,486.68387,0.7522358894348145,480.0,482.29327,0.04808947816491127,480.0,507.16452,0.03766690194606781,480.0,640.0,0.0024152614641934633,480.0,473.85098,0.021634794771671295,480.0,474.54272,0.015376564115285873,480.0,555.7266,0.004643529653549194,480.0,589.4559,0.0024152614641934633
480.0,485.23062,0.006222816649824381,463.69064,468.85028,0.834342896938324,461.01965,463.3852,0.06677336245775223,480.0,449.6183,0.015308812260627747,480.0,477.8333,0.0024152614641934633,458.305,466.97153,0.5172811150550842,480.0,502.09763,0.4178248643875122,459.20773,475.03452,0.9156621694564819,478.5098,473.7255,0.17556621134281158,462.68512,486.5248,0.8107333183288574,480.0,486.1394,0.039476100355386734,480.0,509.02383,0.03473043069243431,480.0,516.36206,0.0024152614641934633,480.0,471.8491,0.020549602806568146,480.0,475.3804,0.01522697601467371,480.0,548.28986,0.005753027740865946,480.0,546.1066,0.0024152614641934633
